Type	Var1	Var2	pPerm	pPearson	rPearson
Outlier:Both	amino_acid_activation	ribonucleoside_metabolic_process	0.0	1.57471848442e-94	0.918990319453
Outlier:Both	folic_acid_and_derivative_biosynthetic_process	organic_acid_biosynthetic_process	0.0	2.60050147521e-107	0.937954783783
Outlier:Both	cellular_amino_acid_metabolic_process	cellular_response_to_external_stimulus	0.0	1.1071725816e-60	0.83259008021
Outlier:Both	aminoglycan_metabolic_process	ribonucleoside_metabolic_process	0.0	4.39391368413e-103	0.932253169147
Outlier:HAllA	lipopolysaccharide_biosynthetic_process	response_to_biotic_stimulus	0.0	0.70521325458	0.0250216638745
Outlier:HAllA	locomotion	vitamin_K_metabolic_process	0.0	0.534327057785	0.0410916995177
Outlier:HAllA	cell_projection_organization	cellular_di___tri_valent_inorganic_cation_homeostasis	0.0	0.995957630232	-0.000335161557074
Outlier:Both	riboflavin_and_derivative_metabolic_process	water_soluble_vitamin_biosynthetic_process	0.0	1.65101537048e-62	0.839196156668
Outlier:None	smoker	pathogenesis	0.39	0.34288527584	-0.0626840385465
Outlier:HAllA	disaccharide_transport	inorganic_anion_transport	0.0	0.263083360539	-0.0739338053514
Outlier:HAllA	DNA_metabolic_process	cofactor_transport	0.0	0.739337639304	0.022008807721
Outlier:None	mesalamine	tRNA_aminoacylation_for_protein_translation	0.09	0.395788077151	-0.0561315577606
Outlier:HAllA	biotin_biosynthetic_process	establishment_of_competence_for_transformation	0.0	0.220736967207	-0.0808775306418
Outlier:None	cellular_metabolic_compound_salvage	cytochrome_complex_assembly	0.04	0.393668260151	0.0563834228673
Outlier:Both	cellular_cell_wall_organization_or_biogenesis	small_molecule_biosynthetic_process	0.0	2.70475383659e-64	0.84537784977
Outlier:Both	gluconeogenesis	pantothenate_metabolic_process	0.0	6.6428235206e-107	0.937427793073
Outlier:None	immunosup	metal_ion_transport	0.55	0.731487208217	0.0226976940188
Outlier:HAllA	fat_soluble_vitamin_biosynthetic_process	nucleobase__nucleoside__nucleotide_and_nucleic_acid_biosynthetic_process	0.0	0.268904328532	-0.0730414607749
Outlier:Both	biosynthetic_process	cellular_carbohydrate_catabolic_process	0.0	1.37798366584e-70	0.865176977137
Outlier:HAllA	isoprenoid_biosynthetic_process	polyamine_transport	0.0	0.68474373149	-0.0268535940066
Outlier:Both	cellular_protein_complex_disassembly	nucleotide_metabolic_process	0.0	2.10712912672e-97	0.923723607685
Outlier:HAllA	RNA_modification	response_to_starvation	0.0	0.624233028986	0.032397703783
Outlier:None	gender	dephosphorylation	0.1	0.241048607264	0.0774404773307
Outlier:HAllA	quinone_cofactor_metabolic_process	tRNA_aminoacylation	0.0	0.282459027414	-0.0710133329449
Outlier:HAllA	ATP_synthesis_coupled_electron_transport	peptidoglycan_metabolic_process	0.0	0.595704283744	-0.035089730541
Outlier:Both	histidine_family_amino_acid_biosynthetic_process	response_to_extracellular_stimulus	0.0	3.81729970583e-66	0.851509859052
Outlier:None	antibiotics	pilus_assembly	0.13	0.990413390434	0.00079486200455
Outlier:HAllA	chromatin_assembly	methylation	0.0	0.432568222205	-0.0518830076616
Outlier:HAllA	cellular_aromatic_compound_metabolic_process	putrescine_transport	0.0	0.325731814638	-0.064944045487
Outlier:None	age	peptidoglycan_metabolic_process	0.24	0.254556685086	0.0752657274026
Outlier:Both	purine_nucleoside_monophosphate_biosynthetic_process	purine_nucleotide_biosynthetic_process	0.0	4.31813393093e-77	0.882792846264
Outlier:HAllA	one_carbon_metabolic_process	ubiquinone_metabolic_process	0.0	0.750104468013	0.0210678298734
Outlier:HAllA	cellular_biosynthetic_process	flagellum_organization	0.0	0.868190642033	-0.0109784076686
Outlier:Both	cellular_amino_acid_metabolic_process	nucleotide_biosynthetic_process	0.0	3.93671795126e-64	0.844824505764
Outlier:Both	cell_redox_homeostasis	nucleoside_triphosphate_metabolic_process	0.0	5.5153520071e-67	0.854205992333
Outlier:HAllA	asexual_sporulation	deoxyribonucleotide_metabolic_process	0.0	0.836593206477	0.0136438412022
Outlier:HAllA	flagellum_assembly	peptidoglycan_biosynthetic_process	0.0	0.79399798058	0.0172730246825
Outlier:Both	cellular_component_macromolecule_biosynthetic_process	hexose_biosynthetic_process	0.0	1.79210723881e-88	0.907979855911
Outlier:Both	phospholipid_biosynthetic_process	tRNA_aminoacylation_for_protein_translation	0.0	2.14350398341e-66	0.852319783212
Outlier:HAllA	cellular_biogenic_amine_catabolic_process	nucleotide_biosynthetic_process	0.0	0.275322081829	0.0720727686589
Outlier:HAllA	glutamine_family_amino_acid_catabolic_process	membrane_lipid_metabolic_process	0.0	0.754073737324	-0.0207220075847
Outlier:Both	cell_projection_assembly	flagellum_assembly	0.0	5.48314261044e-113	0.944840132691
Outlier:HAllA	heterocycle_catabolic_process	hexose_transport	0.0	0.914555637758	0.00709785113172
Outlier:None	smoker	translational_elongation	0.29	0.426658032176	-0.0525510494757
Outlier:Both	cell_wall_macromolecule_biosynthetic_process	ribonucleoside_metabolic_process	0.0	2.8812824938e-135	0.965116643525
Outlier:Both	purine_ribonucleoside_monophosphate_metabolic_process	ribonucleotide_biosynthetic_process	0.0	1.9280840708e-72	0.870472338395
Outlier:HAllA	pyridoxine_biosynthetic_process	taxis	0.0	0.239694867253	-0.0776630669451
Outlier:Both	DNA_metabolic_process	nucleoside_phosphate_metabolic_process	0.0	5.53911461558e-118	0.950248167457
Outlier:Both	organophosphate_metabolic_process	oxidoreduction_coenzyme_metabolic_process	0.0	6.47524271581e-98	0.924536932039
Outlier:HAllA	aromatic_compound_biosynthetic_process	locomotory_behavior	0.0	0.664347915779	0.0286995212717
Outlier:Both	gluconeogenesis	translation	0.0	3.68847208625e-106	0.93645251514
Outlier:None	immunosup	pyrimidine_nucleotide_metabolic_process	0.48	0.434858897532	-0.0516255018711
Outlier:Both	purine_ribonucleotide_metabolic_process	pyridine_nucleotide_metabolic_process	0.0	2.38551028432e-69	0.861510149578
Outlier:Both	nucleotide_biosynthetic_process	pyrimidine_nucleotide_metabolic_process	0.0	6.5661599732e-69	0.860182178811
Outlier:HAllA	ileal	glutamine_family_amino_acid_catabolic_process	0.0	0.892593286347	0.00893217257249
Outlier:Both	cellular_amino_acid_biosynthetic_process	organic_acid_biosynthetic_process	0.0	7.62849586694e-213	0.992770206454
Outlier:None	antibiotics	ion_homeostasis	0.15	0.506872669518	0.0438862751972
Outlier:Both	cellular_homeostasis	cofactor_biosynthetic_process	0.0	3.4646456956e-62	0.838053060528
Outlier:Both	indolalkylamine_biosynthetic_process	inorganic_anion_transport	0.0	3.96897815204e-71	0.866744574247
Outlier:HAllA	carboxylic_acid_catabolic_process	cell_wall_organization_or_biogenesis	0.0	0.48578901527	-0.0460863147051
Outlier:HAllA	fat_soluble_vitamin_metabolic_process	nucleoside_monophosphate_biosynthetic_process	0.0	0.739785721196	0.0219695600799
Outlier:Both	histidine_biosynthetic_process	phospholipid_metabolic_process	0.0	5.72042430286e-71	0.866286266771
Outlier:None	age	response_to_extracellular_stimulus	0.53	0.969002666143	0.00257068716141
Outlier:HAllA	cellular_glucan_metabolic_process	vitamin_K_metabolic_process	0.0	0.647434560069	-0.030247239795
Outlier:Both	ATP_biosynthetic_process	mitochondrion_organization	0.0	1.24075697716e-92	0.915699119166
Outlier:Both	cellular_aldehyde_metabolic_process	cellular_ketone_metabolic_process	0.0	2.28606867477e-61	0.835102593582
Outlier:Both	cellular_amino_acid_metabolic_process	tRNA_aminoacylation	0.0	1.4060503081e-61	0.835868279371
Outlier:Both	aminoglycan_metabolic_process	macromolecule_methylation	0.0	2.10200991648e-86	0.903866350877
Outlier:Both	cellular_ketone_metabolic_process	response_to_oxidative_stress	0.0	7.65454758706e-82	0.89409772875
Outlier:HAllA	DNA_conformation_change	respiratory_electron_transport_chain	0.0	0.680772321215	0.0272113569463
Outlier:HAllA	glutamine_family_amino_acid_catabolic_process	regulation_of_developmental_process	0.0	0.381498278194	-0.057845486573
Outlier:Both	branched_chain_family_amino_acid_metabolic_process	lysine_metabolic_process	0.0	8.39419327321e-63	0.840231588048
Outlier:HAllA	energy_reserve_metabolic_process	locomotion	0.0	0.242433087371	-0.0772137359289
Outlier:Both	amine_metabolic_process	cellular_homeostasis	0.0	1.71433289318e-62	0.839138333662
Outlier:None	smoker	amine_transport	0.93	0.428202555231	-0.0523759554911
Outlier:Both	cell_wall_macromolecule_biosynthetic_process	nucleobase__nucleoside_and_nucleotide_biosynthetic_process	0.0	2.02233438731e-121	0.953650733398
Outlier:Both	cofactor_metabolic_process	heterocycle_metabolic_process	0.0	4.47180212114e-91	0.912892868451
Outlier:Both	folic_acid_and_derivative_biosynthetic_process	metabolic_process	0.0	8.9155770585e-68	0.856696909449
Outlier:HAllA	amine_catabolic_process	asexual_reproduction	0.0	0.538716412605	0.0406517233107
Outlier:Both	cell_wall_biogenesis	primary_metabolic_process	0.0	1.02700364765e-96	0.922617432227
Outlier:Both	cellular_metabolic_compound_salvage	tRNA_processing	0.0	1.31185328253e-66	0.85300507522
Outlier:Both	biosynthetic_process	pyruvate_metabolic_process	0.0	1.44880109306e-119	0.95184520553
Outlier:HAllA	menaquinone_biosynthetic_process	putrescine_transport	0.0	0.523498190528	0.0421849944823
Outlier:None	ileal	organic_acid_transport	0.49	0.491349151234	0.0455012811615
Outlier:Both	macromolecule_methylation	polysaccharide_biosynthetic_process	0.0	5.02663156275e-75	0.877481443235
Outlier:Both	polysaccharide_biosynthetic_process	protein_complex_disassembly	0.0	1.14318306577e-73	0.873853105749
Outlier:HAllA	establishment_of_protein_localization	response_to_starvation	0.0	0.83864466212	0.0134701655379
Outlier:HAllA	alcohol_catabolic_process	regulation_of_transcription__DNA_dependent	0.0	0.265354225129	0.0735840944136
Outlier:Both	acetyl_CoA_metabolic_process	cellular_amino_acid_derivative_catabolic_process	0.0	6.5357343195e-63	0.840612796077
Outlier:HAllA	cellular_amino_acid_and_derivative_metabolic_process	localization_of_cell	0.0	0.516212547566	0.0429270489628
Outlier:Both	aminoglycan_biosynthetic_process	biosynthetic_process	0.0	8.97076457607e-99	0.925879228701
Outlier:HAllA	di___tri_valent_inorganic_cation_homeostasis	regulation_of_anatomical_structure_morphogenesis	0.0	0.375793891881	0.058540565709
Outlier:HAllA	asexual_reproduction	purine_nucleoside_metabolic_process	0.0	0.283470198197	0.0708646971204
Outlier:Both	carboxylic_acid_biosynthetic_process	catabolic_process	0.0	3.58850258138e-72	0.869715984516
Outlier:HAllA	RNA_methylation	drug_transmembrane_transport	0.0	0.215365045775	0.0818238602475
Outlier:HAllA	mitochondrial_ATP_synthesis_coupled_electron_transport	nucleobase__nucleoside__nucleotide_and_nucleic_acid_biosynthetic_process	0.0	0.470487416864	-0.0477152573472
Outlier:Both	localization	sulfur_compound_biosynthetic_process	0.0	5.47267834818e-64	0.844337062659
Outlier:HAllA	iron_ion_homeostasis	signaling_process	0.0	0.692248882945	0.0261796116428
Outlier:Both	NADPH_regeneration	cellular_metabolic_process	0.0	2.14312293009e-74	0.875811505992
Outlier:HAllA	cofactor_catabolic_process	monosaccharide_transport	0.0	0.498558370423	0.0447479621587
Outlier:HAllA	NAD_biosynthetic_process	protein_transport	0.0	0.345570378038	-0.0623368484054
Outlier:Both	cellular_nitrogen_compound_metabolic_process	purine_ribonucleoside_triphosphate_biosynthetic_process	0.0	2.71932273917e-69	0.861339148577
Outlier:HAllA	cell_redox_homeostasis	membrane_lipid_metabolic_process	0.0	0.732108195654	0.0226431132866
Outlier:HAllA	fatty_acid_metabolic_process	ion_transport	0.0	0.2864937086	0.0704223758297
Outlier:HAllA	ileal	ribonucleotide_metabolic_process	0.0	0.882562307001	0.00977216224727
Outlier:Both	nucleoside_metabolic_process	peptidoglycan_based_cell_wall_biogenesis	0.0	3.15573446409e-176	0.984842657558
Outlier:Both	macromolecule_biosynthetic_process	rRNA_modification	0.0	2.65509693616e-83	0.897333726137
Outlier:HAllA	pteridine_and_derivative_biosynthetic_process	regulation_of_developmental_process	0.0	0.333188293775	-0.0639524906335
Outlier:HAllA	coenzyme_metabolic_process	locomotion	0.0	0.608216183118	-0.0339022257761
Outlier:HAllA	DNA_mediated_transformation	molybdopterin_cofactor_metabolic_process	0.0	0.492467413324	0.0453840465607
Outlier:Both	cell_wall_organization_or_biogenesis	hexose_biosynthetic_process	0.0	1.68597054422e-92	0.915462828546
Outlier:HAllA	glutathione_metabolic_process	purine_ribonucleotide_metabolic_process	0.0	0.424610480439	-0.0527837360198
Outlier:Both	nucleotide_metabolic_process	purine_nucleotide_biosynthetic_process	0.0	2.95642890353e-164	0.980676953037
Outlier:Both	nucleobase__nucleoside_and_nucleotide_biosynthetic_process	purine_nucleoside_triphosphate_biosynthetic_process	0.0	2.1570025517e-118	0.950666679633
Outlier:HAllA	cellular_component_morphogenesis	cellular_protein_complex_disassembly	0.0	0.825832008623	0.0145564427476
Outlier:Both	nucleobase__nucleoside__nucleotide_and_nucleic_acid_metabolic_process	pantothenate_biosynthetic_process	0.0	1.09338731327e-105	0.935826165865
Outlier:HAllA	serine_family_amino_acid_catabolic_process	transcription_termination	0.0	0.646291521964	0.0303524244114
Outlier:Both	methylation	primary_metabolic_process	0.0	3.97603860433e-81	0.892472267966
Outlier:HAllA	lipopolysaccharide_metabolic_process	pyridine_nucleotide_metabolic_process	0.0	0.395209688341	0.0562001982162
Outlier:HAllA	phospholipid_catabolic_process	sodium_ion_transport	0.0	0.376986240085	0.058394747209
Outlier:Both	cofactor_biosynthetic_process	porphyrin_metabolic_process	0.0	1.37681147034e-82	0.895762556122
Outlier:Both	NADP_metabolic_process	nucleobase__nucleoside__nucleotide_and_nucleic_acid_biosynthetic_process	0.0	3.31448831274e-78	0.885556286278
Outlier:HAllA	cell_motility	oxidation_reduction	0.0	0.683784356669	-0.0269399470186
Outlier:Both	hexose_metabolic_process	tRNA_aminoacylation_for_mitochondrial_protein_translation	0.0	1.12155686331e-80	0.891435594052
Outlier:HAllA	cell_projection_organization	folic_acid_and_derivative_metabolic_process	0.0	0.540175995387	0.040505815444
Outlier:Both	cellular_process	glycolysis	0.0	1.23904580929e-83	0.898052757357
Outlier:Both	cellular_nitrogen_compound_biosynthetic_process	purine_ribonucleotide_biosynthetic_process	0.0	3.35885531867e-66	0.851689836302
Outlier:Both	alcohol_metabolic_process	cellular_amino_acid_and_derivative_metabolic_process	0.0	4.85200154307e-82	0.894542896974
Outlier:None	pancol	RNA_modification	0.17	0.939376221157	0.00503124056442
Outlier:Both	cellular_catabolic_process	pteridine_and_derivative_metabolic_process	0.0	7.68674503017e-63	0.840365815759
Outlier:Both	glutamine_family_amino_acid_biosynthetic_process	indolalkylamine_metabolic_process	0.0	4.14184482031e-86	0.903265220508
Outlier:HAllA	cellular_chemical_homeostasis	nucleoside_biosynthetic_process	0.0	0.362161927832	0.0602283415278
Outlier:HAllA	glucose_catabolic_process	transcription_initiation	0.0	0.370317184315	0.059214018363
Outlier:HAllA	cellular_amino_acid_derivative_catabolic_process	ribosome_assembly	0.0	0.260645217695	-0.0743115890286
Outlier:Both	cell_wall_organization_or_biogenesis	polysaccharide_biosynthetic_process	0.0	1.91492258085e-99	0.926910644572
Outlier:Both	polysaccharide_catabolic_process	proteolysis	0.0	5.03921473936e-63	0.841007839843
Outlier:Both	RNA_modification	glycosaminoglycan_biosynthetic_process	0.0	1.30758701879e-110	0.942057444237
Outlier:Both	ciliary_or_flagellar_motility	locomotion	0.0	6.62596749152e-189	0.988273660296
Outlier:Both	carboxylic_acid_metabolic_process	histidine_metabolic_process	0.0	3.86519424184e-90	0.911157359381
Outlier:Both	molybdopterin_cofactor_biosynthetic_process	quinone_cofactor_metabolic_process	0.0	4.26972180059e-82	0.894667371112
Outlier:Pearson	metabolic_process	sulfur_amino_acid_metabolic_process	0.615	2.89491163521e-71	0.867138851353
Outlier:Both	amino_acid_activation	transcription_termination	0.0	1.86159667333e-127	0.959060039048
Outlier:Both	autophagy	polysaccharide_biosynthetic_process	0.0	1.0409809975e-64	0.846775813957
Outlier:HAllA	flagellum_organization	small_molecule_metabolic_process	0.0	0.57690932679	-0.0368950937852
Outlier:Both	aminoglycan_metabolic_process	transcription_termination	0.0	2.17231558857e-124	0.956397234457
Outlier:HAllA	inorganic_anion_transport	regulation_of_cell_morphogenesis	0.0	0.513013072764	0.0432546215189
Outlier:Both	rRNA_modification	tRNA_aminoacylation	0.0	2.67061630748e-75	0.878202202881
Outlier:None	flagellum_assembly	macromolecule_methylation	0.58	0.491120164584	0.0455253048484
Outlier:HAllA	locomotion	nucleobase_metabolic_process	0.0	0.341533568361	0.0628594707472
Outlier:HAllA	cellular_lipid_catabolic_process	tetrapyrrole_metabolic_process	0.0	0.380316262533	0.0579889906824
Outlier:HAllA	cellular_polysaccharide_metabolic_process	monocarboxylic_acid_metabolic_process	0.0	0.697710920985	0.0256908030469
Outlier:Both	alcohol_catabolic_process	deoxyribonucleotide_metabolic_process	0.0	2.45278992353e-76	0.880882607747
Outlier:Both	cellular_carbohydrate_metabolic_process	nucleobase__nucleoside_and_nucleotide_catabolic_process	0.0	1.01500923674e-66	0.853361752868
Outlier:HAllA	DNA_mediated_transformation	cellular_component_assembly	0.0	0.667380805621	-0.0284236537223
Outlier:HAllA	coenzyme_catabolic_process	glucan_metabolic_process	0.0	0.615430307883	-0.0332224632926
Outlier:HAllA	DNA_geometric_change	biotin_metabolic_process	0.0	0.78312556984	-0.0182072699343
Outlier:Both	cellular_amino_acid_derivative_biosynthetic_process	water_soluble_vitamin_biosynthetic_process	0.0	2.9576955913e-63	0.841813967767
Outlier:None	establishment_or_maintenance_of_cell_polarity	response_to_inorganic_substance	0.09	0.349262359682	0.0618622432464
Outlier:HAllA	pyridoxine_metabolic_process	taxis	0.0	0.239694867253	-0.0776630669451
Outlier:None	gender	fermentation	0.9	0.374927070551	0.0586467520528
Outlier:Both	peptidoglycan_metabolic_process	purine_nucleoside_metabolic_process	0.0	6.65305944517e-113	0.944744208301
Outlier:HAllA	establishment_of_protein_localization	indole_derivative_metabolic_process	0.0	0.557815107053	0.038757642715
Outlier:None	antibiotics	nucleoside_triphosphate_metabolic_process	0.91	0.708605676039	0.0247199286424
Outlier:Both	amino_acid_activation	one_carbon_metabolic_process	0.0	1.70447377961e-99	0.926987792924
Outlier:Both	cellular_biosynthetic_process	purine_ribonucleotide_metabolic_process	0.0	3.24230463063e-101	0.929563542062
Outlier:Both	cellular_amino_acid_metabolic_process	pyridine_nucleotide_biosynthetic_process	0.0	1.54399991276e-75	0.878822977682
Outlier:HAllA	drug_transport	hexose_catabolic_process	0.0	0.584432780839	0.036169214127
Outlier:HAllA	locomotion	small_molecule_metabolic_process	0.0	0.714500993811	-0.0241967854069
Outlier:HAllA	Mo_molybdopterin_cofactor_biosynthetic_process	regulation_of_developmental_process	0.0	0.433167291385	0.0518155879304
Outlier:Both	carbohydrate_biosynthetic_process	hydrogen_transport	0.0	2.5843652552e-79	0.888234042162
Outlier:HAllA	pigment_biosynthetic_process	sporulation	0.0	0.447092047794	0.0502632600888
Outlier:HAllA	cellular_nitrogen_compound_biosynthetic_process	ciliary_or_flagellar_motility	0.0	0.340853305236	0.0629479261013
Outlier:Both	DNA_recombination	peptidoglycan_metabolic_process	0.0	8.76605615482e-70	0.862809723888
Outlier:None	pancol	monosaccharide_biosynthetic_process	0.36	0.311378290264	0.0668949508619
Outlier:HAllA	indole_derivative_biosynthetic_process	putrescine_transport	0.0	0.589308805891	-0.0357010727514
Outlier:HAllA	DNA_metabolic_process	lipid_catabolic_process	0.0	0.768019948929	-0.0195113265164
Outlier:HAllA	molybdopterin_cofactor_biosynthetic_process	peptidoglycan_metabolic_process	0.0	0.531618371281	0.0413641144158
Outlier:Both	purine_base_biosynthetic_process	tRNA_metabolic_process	0.0	2.26472283706e-104	0.9340452445
Outlier:HAllA	cellular_metabolic_compound_salvage	locomotion	0.0	0.252096692686	-0.0756557043396
Outlier:HAllA	nucleoside_phosphate_metabolic_process	quinone_cofactor_biosynthetic_process	0.0	0.695130565016	-0.0259215488335
Outlier:None	immunosup	cofactor_biosynthetic_process	0.29	0.951399050476	-0.00403207063555
Outlier:Both	hexose_catabolic_process	tRNA_aminoacylation_for_mitochondrial_protein_translation	0.0	2.18526520938e-107	0.93805203457
Outlier:Both	cellular_amine_metabolic_process	monosaccharide_metabolic_process	0.0	1.30819862184e-67	0.856176668365
Outlier:HAllA	heme_metabolic_process	lipid_transport	0.0	0.882597376977	0.00976922285336
Outlier:HAllA	establishment_or_maintenance_of_cell_polarity	pyruvate_metabolic_process	0.0	0.65076443586	0.0299412497927
Outlier:Both	coenzyme_biosynthetic_process	heterocycle_biosynthetic_process	0.0	2.09370065052e-97	0.923728039101
Outlier:Both	response_to_chemical_stimulus	response_to_stimulus	0.0	5.51136127936e-80	0.889823293879
Outlier:Both	establishment_of_protein_localization	polysaccharide_catabolic_process	0.0	9.79048335265e-63	0.83999670241
Outlier:None	antibiotics	lipopolysaccharide_metabolic_process	0.3	0.971263877871	-0.00238307538434
Outlier:HAllA	peptidoglycan_biosynthetic_process	signaling_process	0.0	0.661905179093	0.0289220703979
Outlier:Both	lipid_biosynthetic_process	polysaccharide_biosynthetic_process	0.0	1.98664095411e-62	0.838911603848
Outlier:HAllA	oligosaccharide_transport	response_to_biotic_stimulus	0.0	0.296443881227	0.0689884259003
Outlier:Both	nucleoside_triphosphate_metabolic_process	ribonucleoside_triphosphate_metabolic_process	0.0	2.12434952439e-257	0.997055030644
Outlier:Both	acetyl_CoA_metabolic_process	dephosphorylation	0.0	2.86755564866e-61	0.834744234515
Outlier:Both	peptidoglycan_based_cell_wall_biogenesis	protein_complex_disassembly	0.0	6.61030428078e-158	0.97801619059
Outlier:Both	lysine_biosynthetic_process_via_diaminopimelate	pyridine_nucleotide_metabolic_process	0.0	1.22963244322e-73	0.87376707821
Outlier:Both	NADP_metabolic_process	lysine_biosynthetic_process	0.0	4.9242475471e-66	0.851150963886
Outlier:HAllA	cell_projection_organization	nucleobase__nucleoside_and_nucleotide_biosynthetic_process	0.0	0.380282135085	-0.0579931380079
Outlier:Both	nucleobase__nucleoside__nucleotide_and_nucleic_acid_biosynthetic_process	nucleobase_metabolic_process	0.0	1.08730049092e-64	0.846712378723
Outlier:HAllA	phosphoenolpyruvate_dependent_sugar_phosphotransferase_system	taxis	0.0	0.369339734652	0.0593348561024
Outlier:Both	serine_family_amino_acid_metabolic_process	translational_elongation	0.0	2.13355448382e-79	0.888432510252
Outlier:None	smoker	DNA_geometric_change	0.71	0.841845356102	-0.0131993793379
Outlier:HAllA	disaccharide_transport	translational_elongation	0.0	0.620172546146	0.0327775155929
Outlier:HAllA	DNA_metabolic_process	quinone_cofactor_metabolic_process	0.0	0.973853745869	0.00216821843752
Outlier:Both	indole_and_derivative_metabolic_process	oxoacid_metabolic_process	0.0	1.00761107779e-67	0.856531105892
Outlier:HAllA	NADPH_regeneration	transcription_initiation	0.0	0.281997679942	0.0710812672049
Outlier:Both	oxoacid_metabolic_process	pyruvate_metabolic_process	0.0	7.01563168685e-78	0.884756366745
Outlier:None	ileal	histidine_biosynthetic_process	0.61	0.601306820857	-0.0345566254601
Outlier:HAllA	coenzyme_biosynthetic_process	pilus_assembly	0.0	0.552429307794	0.039288511244
Outlier:None	lipid_transport	purine_nucleoside_monophosphate_biosynthetic_process	0.04	0.733612388718	0.0225109679512
Outlier:Pearson	cellular_process	response_to_stress	0.05	7.7011802106e-133	0.963339315684
Outlier:Both	nucleoside_phosphate_metabolic_process	pyruvate_metabolic_process	0.0	1.16232269813e-102	0.931654342751
Outlier:Both	monosaccharide_catabolic_process	pyruvate_metabolic_process	0.0	1.50706264194e-90	0.911919655491
Outlier:Both	organic_acid_metabolic_process	small_molecule_catabolic_process	0.0	1.66363408596e-84	0.899921708814
Outlier:Both	cellular_ketone_metabolic_process	oxidoreduction_coenzyme_metabolic_process	0.0	2.17865199421e-113	0.945295565452
Outlier:Both	DNA_conformation_change	ribosome_assembly	0.0	3.69667602429e-61	0.834341607776
Outlier:Both	purine_nucleoside_metabolic_process	tRNA_modification	0.0	2.43097320344e-94	0.918669159727
